text,intent,tags
cửa hàng sale bộ jucata kia đến baoh ạ,request#promotion,O O O B-inform#object_type I-inform#object_type B-inform#mention O O O
size 7 tuổi,inform,O B-inform#age I-inform#age
còn size cho bé 15 và 29kg k?,ask_availability#size,O O O O O O B-inform#weight O
có váy này cho bạn 40kg cao 1.37m không shop,ask_if_sells,O B-inform#object_type B-inform#mention O O B-inform#weight O B-inform#height O O
8t 37kg đó c,inform,B-inform#age B-inform#weight O O
con mình 2 tuổi nặng 15 kg mặc size nào,ask_if_fit,O O B-inform#age I-inform#age O B-inform#weight I-inform#weight O O O
có sét này cho bé 3 tuổi koship,ask_if_sells,O B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O
bên mình có ship hàng ko vậy ạ?,ask_about_ship,O O O O O O O O
ui shop ơi sao đơn này của mình thanh toán đầy đủ hết rồi mà shop ko giao thế. ncc hẹn ngày lấy suốt. sốt ruột thế. đơn này có 1 chiếc mình còn mua tặn sinh nhật cho cháu. mà nhắn tin trên shopee shop lại báo đã giao bên vận chuyển rồi. mà shopee vẫn cập nhật ncc hẹn ngày lấy. bình thường mình mua đồ trên shopee cho con nhanh quá trời.,handoff,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
nhưng đến 2 lần vẫn chưa có hàng,handoff,O O O O O O O O
"bé nhà chị cao 1,17 nặng 26 kg vừa size nào em",ask_if_fit,O O O O B-inform#height O B-inform#weight I-inform#weight O O O O
mẫu này có size 35 ký không em,ask_if_sells#size,B-inform#mention I-inform#mention O O B-inform#weight I-inform#weight O O
"shop có quần bò, quần jean bé trai màu đen ko",ask_if_sells,O O B-inform#object_type I-inform#object_type B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#color I-inform#color O
cho e xem mẫu vs ak,request#product,O O O O O O
"e ơi, e xem bên e có những mẫu áo dài cho bé gái sz 9y ko gửi c nhé",request#product,O O O O O O O O O B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender O B-inform#age O O O O
hi chij,greet,O O
có cửa hàng nào dưới linh đàm ko? cho mình địa chỉ,request_shop_address,O O O O O B-inform#location I-inform#location O O O O O
bé 5 tuổi nặng 21 kg,inform,O B-inform#age I-inform#age O B-inform#weight I-inform#weight
quần chất thô ah bạn,request#material,B-inform#object_type O B-inform#material O O
hệ thống của em chắc nơi khác vẫn còn em a,handoff,O O O O O O O O O O O
gửi mình xin mẫu sơ mi nam ngắn tay trắng cho bé khoảng 1m55,request#product,O O O O B-inform#object_type I-inform#object_type B-inform#gender O O B-inform#color O O O B-inform#height
áo nỉ hay gió em,request#material,B-inform#object_type B-inform#material O B-inform#material O
có sz 7 ko,ask_if_sells#size,O O O O
mẫu này chất vải gì ạ?,request#material,B-inform#mention I-inform#mention O O O O
cho e hỏi những mẫu nay còn size cho bé 32kg 9tuooi k ạ,ask_availability#size,O O O O B-inform#mention I-inform#mention O O O O B-inform#weight B-inform#age O O
xin địa chỉ shop ở tp vinh với ạ,request_shop_address,O O O O O O B-inform#location O O
bộ này bao nhiêu bạn,request#price,B-inform#object_type B-inform#mention O O O
mấy bộ này có size 47-48kg mặc vừa k ạ,ask_if_fit,O B-inform#object_type B-inform#mention O O B-inform#weight O O O O
áo này còn k bạn,ask_availability,B-inform#object_type B-inform#mention O O O
cửa hàng bn ở đâu,request_shop_address,O O O O O
shop có đồ cho bé trai 1 tuổi không ạ,ask_if_sells,O O O O B-inform#gender I-inform#gender B-inform#age I-inform#age O O
bé trai cao 110cm,inform,B-inform#gender I-inform#gender O B-inform#height
chân váy như hình bé cao 1m37 nặng 33kg có hàng ko shop,ask_if_sells,B-inform#object_type I-inform#object_type O O O O B-inform#height O B-inform#weight O O O O
còn hàng ko bạn,ask_availability,O O O O
bên em có quần chip đùi cho bé gái không,ask_if_sells,O O O B-inform#object_type I-inform#object_type O O B-inform#gender I-inform#gender O
c check giúp e xem cửa hàng nào còn hàng với ạ. e muốn mua online ạ,handoff,O O O O O O O O O O O O O O O O O
cho mình hỏi bé 18kg có vừa k ạ,ask_if_fit,O O O O B-inform#weight O O O O
mình có bé 21kg - 4 tuổi với bé 40kg -8 tuổi có vừa ko ạ.,ask_if_fit,O O O B-inform#weight O B-inform#age I-inform#age O O B-inform#weight B-inform#age I-inform#age O O O O
nặng 15kg,inform,O B-inform#weight
bé nhà chị nặng 13 kg,inform,O O O O B-inform#weight I-inform#weight
bên mình ko nhận ship hàng à e?,ask_about_ship,O O O O O O O O
còn màu khác k ạ?,request_more#color,O O O O O
bên bạn còn áo dài đỏ của bé gái 2 tuổi k b,ask_availability,O O O B-inform#object_type I-inform#object_type B-inform#color O B-inform#gender I-inform#gender B-inform#age I-inform#age O O
shop oi. chuong trinh chi ad ở linh đàm thôi ah,request#promotion,O O O O O O O B-inform#location I-inform#location O O
bot hay người,ask_is_bot,O O O
đồ bé gái 25kg có k shop,ask_if_sells,O B-inform#gender I-inform#gender B-inform#weight O O O
shop có mẫu áo phông cho bé 13kg k ạ,ask_if_sells,O O O B-inform#object_type I-inform#object_type O O B-inform#weight O O
c mua online có đc ko e huhu,ask_if_sells#online,O O O O O O O O
"thứ 7 mình nghỉ, mình sẽ gửi chuyển phát nhanh cho shop",handoff,O O O O O O O O O O O O
mua online đc ko b,ask_if_sells#online,O O O O O
thế mình lấy size 4,order_request,O O O O O
mình muốn mua online đc ko,ask_if_sells#online,O O O O O O
bên m ship ko nhỉ?,ask_about_ship,O O O O O
mình ở tam trinh có cửa hàng nào gần nhất nhỉ,request_shop_address,O O B-inform#location I-inform#location O O O O O O O
mẫu này có size cho bé 8 tuổi k ad?,ask_if_sells#size,B-inform#mention I-inform#mention O O O O B-inform#age I-inform#age O O
bộ thứthứ 2 có màu khác trắng k em,request_more#color,B-inform#object_type B-inform#mention I-inform#mention O O O B-inform#color O O
e ơi bộ nayd có sz 130 k e,ask_if_sells#size,O O B-inform#object_type B-inform#mention O O O O O
sao trang web tớ k vào dc nhỉ,handoff,O O O O O O O O
bot tự động à,ask_is_bot,O O O O
xin chào shop,greet,O O O
k có màu khác hả e,request_more#color,O O O O O O
cao gần 1m1,inform,O O B-inform#height
ngoài màu này còn màu nào k,request#color,O O O O O O O
b có size bộ này cho bé 17m không,ask_if_sells#size,O O O B-inform#object_type B-inform#mention O O B-inform#age O
alo sop,greet,O O
em cảm ơn chị nhiều nhé,thank,O O O O O O
có mầu quần bò ống rộng cho bé 10 tuổi ko shop,ask_if_sells,O O B-inform#object_type I-inform#object_type O O O O B-inform#age I-inform#age O O
hqua c qua đội cấn chưa thấy mẫu này,handoff,O O O B-inform#location I-inform#location O O B-inform#mention I-inform#mention
size 120,inform,O O
cái này có váy dành cho 6t và 10t k ad,ask_if_sells,B-inform#mention I-inform#mention O B-inform#object_type O O B-inform#age O B-inform#age O O
em ship cho chị đc ko?,ask_about_ship,O O O O O O
32 kg liệu có vừa k c?,ask_if_fit,B-inform#weight I-inform#weight O O O O O
để mình chuyển khoản ạ,handoff,O O O O O
shop có bán khẩu trang trẻ em ko ạ,ask_if_sells,O O O B-inform#object_type I-inform#object_type O O O O
kiểu đi chơi nhé,handoff,O O O O
váy này giảm còn bao nhiêu,request#price,B-inform#object_type B-inform#mention O O O O
có bộ pumpkin ko,ask_if_sells,O B-inform#object_type I-inform#object_type O
gửi m một mẫu váy km cho bé 3 tuổi,request#product,O O O O B-inform#object_type O O O B-inform#age I-inform#age
em cám ơn,thank,O O O
có thể mua online được ko,ask_if_sells#online,O O O O O O
mình muốn mua online được không ?,ask_if_sells#online,O O O O O O O
mình mua hàng của hãng có được tặng khẩu trang cho bé ko,handoff,O O O O O O O O B-inform#object_type I-inform#object_type O O O
cao 1m40 - nặng 38kg,inform,O B-inform#height O O B-inform#weight
bạn ơi bạn ở nguyễn văn lộc phải ko,request_shop_address,O O O O B-inform#location I-inform#location I-inform#location O O
chất áo là vải nhung ạ ?,request#material,O B-inform#object_type O B-inform#material I-inform#material O O
bên mình có ship k c,ask_about_ship,O O O O O O
dạ gái ạ,inform,B-inform#gender B-inform#gender O
váy này giá sao shop,request#price,B-inform#object_type B-inform#mention O O O
cho mình đặt 2 hộp size m nhe,order_request,O O O O O O O O
cho mình hỏi khẩu trang cho bé dưới 4 tuổi hiện còn màu gì ạ,request#color,O O O B-inform#mention I-inform#mention O O O B-inform#age I-inform#age O O O O O
còn chân váy ko a,ask_availability,O B-inform#object_type I-inform#object_type O O
cả set này cho bé trai 5 tuổi có k s,ask_if_sells,O B-inform#object_type B-inform#mention O B-inform#gender I-inform#gender B-inform#age I-inform#age O O O
cả sét như ảnh k còn ạ?,ask_availability,O B-inform#object_type O O O O O
chỉ shopee mới giảm à? cửa hàng ở nam định có giảm ko,request#promotion,O O O O O O O O B-inform#location I-inform#location O O O
xem suốt gan 2 tiếng chốt đơn ma toan bị sót đơn,handoff,O O O O O O O O O O O O
chân váy vải gì đấy ạ,request#material,B-inform#object_type I-inform#object_type O O O O
34kg mặc vừa ko em,ask_if_fit,B-inform#weight O O O O
giá váy này bao nhiêu shop?,request#price,O B-inform#object_type B-inform#mention O O O
còn váy này ko shop?,ask_availability,O B-inform#object_type B-inform#mention O O
31kg cao 1m34,inform,B-inform#weight O B-inform#height
2 mẫu này cho bé 1m45 nang45ky còn không shop,ask_availability,O B-inform#mention I-inform#mention O O B-inform#height B-inform#weight O O O
shop ơi shop còn áo và váy này cho bé 6 tuổi k ak,ask_availability,O O O O B-inform#object_type O B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O O
vâng đúng rồi bạn bạn gửi cho mình theo địa chỉ sy,agree,O O O O O O O O O O O O
không ship hả shop ơi,ask_about_ship,O O O O O
mẫu bé gái 3-4-5 tuổi,inform,O B-inform#gender I-inform#gender B-inform#age I-inform#age
áo này còn size 4-5y ko shop,ask_availability#size,B-inform#object_type B-inform#mention O O B-inform#age O O
có ko shop,ask_if_sells,O O O
cả bộ à,handoff,O B-inform#object_type O
shop ơi cho e hỏi địa chỉ chỗ linh đàm ạ,request_shop_address,O O O O O O O O B-inform#location I-inform#location O
cho mình xin giá hai bộ này,request#price,O O O O O B-inform#object_type B-inform#mention
quần giá bn b,request#price,B-inform#object_type O O O
cam on e nhe,thank,O O O O
hi,greet,O
shop mình còn bộ đồ nào dành cho bé zai 30kg ko bạn,ask_availability,O O O B-inform#object_type O O O O O O B-inform#weight O O
áo này có sale ko ạ?,request#promotion,B-inform#object_type B-inform#mention O O O O
còn màu khác k b?,request_more#color,O O O O O
ko biết còn khảu trang sz s cho bé ko ạ,ask_availability#size,O O O B-inform#object_type I-inform#object_type O O O O O O
35 kg có vừa ko e,ask_if_fit,B-inform#weight I-inform#weight O O O O
cám ơn bạn,thank,O O O
chất liệu nỉ à?,request#material,O O B-inform#material O
còn ko bạn nhỉ,ask_availability,O O O O
bên mình ko ship cod ạ,ask_about_ship,O O O O O O
bên bạn có quần áo cho bé một hai tháng không,ask_if_sells,O O O B-inform#object_type B-inform#object_type O O B-inform#age I-inform#age I-inform#age O
bnhiu shop,request#price,O O
k mua online đc à b,ask_if_sells#online,O O O O O O
bên b có ship k,ask_about_ship,O O O O O
mình lấy set bé trai và bé gái bạn nhé,order_request,O O B-inform#object_type B-inform#gender I-inform#gender O B-inform#gender I-inform#gender O O
cơ sở long biên còn ko shop,ask_availability,O O B-inform#location I-inform#location O O O
"bạn ơi, m đã mua hàng bên k'closet nhiều lần mà tại sao hnay ra cơ sở lấy khẩu trang đc tặng ( m đã đk trên web) mà lại bảo k đc tặng do ko có số điện thoại ?",handoff,O O O O O O O O O O O O O O O O O O B-inform#object_type I-inform#object_type O O O O O O O O O O O O O O O O O O O O O
có áo cho bé 47 kg ko,ask_if_sells,O B-inform#object_type O O B-inform#weight I-inform#weight O
13kg b ạ 30 tháng,inform,B-inform#weight O O B-inform#age I-inform#age
cho mình hỏi có mũ lưỡi trai cho bạn nam ko shop,ask_if_sells,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender O O
mình xin giá mấy mẫu này nhé,request#price,O O O O B-inform#mention I-inform#mention O
muốn đặt 2 áo này,order_request,O O O B-inform#object_type B-inform#mention
hi mom,greet,O O
áo này còn size cho bé cao 110cm ko,ask_availability#size,B-inform#object_type B-inform#mention O O O O O B-inform#height O
lấy c 2 cái áo này,order_request,O O O O B-inform#object_type B-inform#mention
cảm on c sản phẩm tốt lắm ạ,thank,O O O O O O O O
áo này có size cho bé 18kg gần 4 tuổi 100 cm ko ạ,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight O B-inform#age I-inform#age B-inform#height I-inform#height O O
mình muốn tìm bộ này size 4,inform,O O O B-inform#object_type B-inform#mention O O
à bên shop có mẫu áo nào cho bé trai học lớp 7 nữa k ạ,ask_if_sells,O O O O O B-inform#object_type O O B-inform#gender I-inform#gender O O O O O O
size 4 cho bé 16-20kg nhé,inform,O O O O B-inform#weight O
bạn ơi cho mình một áo dài này cho bé trai ạ,inform,O O O O O B-inform#object_type I-inform#object_type B-inform#mention O B-inform#gender I-inform#gender O
bé nhà mình nặng 36.5 kg,inform,O O O O B-inform#weight I-inform#weight
áo dài bé gái 3t còn có sẵn mẫu nào shop oi,inform,B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#age O O O O O O O
be nang 31 kg,inform,O O B-inform#weight I-inform#weight
bên m sale tới bao giờ a,request#promotion,O O O O O O O
bạn gửi mẫu đồ bộ bé nam 10 tuổi nhé,request#product,O O O O B-inform#object_type B-inform#gender I-inform#gender B-inform#age I-inform#age O
còn màu gì vậy shop,request#color,O O O O O
còn sản phẩm quần không shop,ask_availability,O O O B-inform#object_type O O
mình còn áo cổ lọ cho bé 27kg ko bạn?,ask_availability,O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#weight O O
"bé nhà c 25kg , 106cm",inform,O O O B-inform#weight O B-inform#height
bờm này còn sz 1 tuổi - 8kg và 4 tuổi 13kg ko shop,ask_availability#size,B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O B-inform#weight O B-inform#age I-inform#age B-inform#weight O O
cho chị dịa chỉ nhé,request_shop_address,O O O O O
bé nhà mình 3t 15kg 1m,inform,O O O B-inform#age B-inform#weight B-inform#height
địa chỉ cửa hàng mình ở đâu sh nhỉ?,request_shop_address,O O O O O O O O O
đơn của c dc miễn ship đúng ko e ơi,handoff,O O O O O O O O O O
mình muốn mở cửa hàng tại địa phương thì chế độ ntn,handoff,O O O O O O O O O O O O
cho m đặt 1 bộ này cho con nhé,order_request,O O O O B-inform#object_type B-inform#mention O O O
shop cho e hỏi còn bộ này cho bé 1y k ạ,ask_availability,O O O O O B-inform#object_type B-inform#mention O O B-inform#age O O
2 mẫu này có màu gì?,request#color,O B-inform#mention I-inform#mention O O O
mẫu này còn màu khác không ad ơi?,request_more#color,B-inform#mention I-inform#mention O O O O O O
sét xanh có ko ạ,ask_if_sells,B-inform#object_type B-inform#color O O O
cho e xin mẫu gile cũng đc,request#product,O O O O B-inform#object_type O O
e oi con ctrinh kmai ko,request#promotion,O O O O O O
shop cho mình váy nhung bên shop ở nguyễn văn lộc còn k ạ?,ask_availability,O O O B-inform#object_type I-inform#object_type O O O B-inform#location I-inform#location I-inform#location O O O
t quan tâm mẫu này size 5t,inform,O O O B-inform#mention I-inform#mention O B-inform#age
mẫu này có màu khác ko em ơi,request_more#color,B-inform#mention I-inform#mention O O O O O O
gửi m xem áo dài bé trai 9kg vois ạ,request#product,O O O B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#weight O O
sét này giá bao nhiu vậy em?,request#price,B-inform#object_type B-inform#mention O O O O O
còn màu xanh ko shop,ask_availability,O B-ask_availability#color I-ask_availability#color O O
bên e có váy cho bạn nhỏ 9 tháng ko?,ask_if_sells,O O O B-inform#object_type O O O B-inform#age I-inform#age O
mẫu này có còn k ship,ask_availability,B-inform#mention I-inform#mention O O O O
địa chỉ ở đâu,request_shop_address,O O O O
áo thun bé 5 tuổi dài tay,inform,B-inform#object_type I-inform#object_type O B-inform#age I-inform#age O O
mẫu này ko sale ah shop?,request#promotion,B-inform#mention I-inform#mention O O O O
bé mình có vừa k,ask_if_fit,O O O O O
bên bạn có váy nào 12 tuổi mặc vừa ko ạ? bạn gửi giúp mình mấy mẫu váy với ạ,request#product,O O O B-inform#object_type O B-inform#age I-inform#age O O O O O O O O O O B-inform#object_type O O
có size cho bé gái 3 tuổi,ask_if_sells#size,O O O B-inform#gender I-inform#gender B-inform#age I-inform#age
có mua online dc ko shop?,ask_if_sells#online,O O O O O O
vậy cảm ơn shop,thank,O O O O
áo này sale còn bnhiu,request#price,B-inform#object_type B-inform#mention O O O
ship cod nha,ask_about_ship,O O O
có 1 màu k e,request_more#color,O O O O O
vậy mình có thể mua online như này được ko ah,ask_if_sells#online,O O O O O O O O O O O
ad cho m hỏi áo len khủng long cho bé còn k ạ,ask_availability,O O O O B-inform#object_type I-inform#object_type O O O O O O O
sz 4 14 kg mặc vừa ko bạn,ask_if_fit,O O B-inform#weight I-inform#weight O O O O
"bé cao 1m50 , nặng 35 kg shop nhé",inform,O O B-inform#height O O B-inform#weight I-inform#weight O O
bé cao m3-34kg,inform,O O B-inform#weight
shop cho mình hỏi váy này cơ sở savico long biên còn ko ạ,ask_availability,O O O O B-inform#object_type B-inform#mention O O B-inform#location I-inform#location I-inform#location O O O
dạ cho em hỏi bên mình còn chi nhánh bên 838 láng ko ạ,handoff,O O O O O O O O O O O O O O
mình sẽ qua xem sau nha,handoff,O O O O O O
mẫu này còn không ah,ask_availability,B-inform#mention I-inform#mention O O O
bạn gửi cho mình mẫu các bé mặc đi học ấy vì những bộ này mình mua ở savico long biên rồi bạn,handoff,O O O O O O O O O O O O O B-inform#object_type B-inform#mention O O O B-inform#location I-inform#location I-inform#location O O
mà bé nhà mn 15kg mặc vừa ko ak,ask_if_fit,O O O O B-inform#weight O O O O
còn size cho bé 7 tuổi 26kg k?,ask_availability#size,O O O O B-inform#age I-inform#age B-inform#weight O
"em bé nhà 36 kg, 1m40 vừa k e",ask_if_fit,O O O B-inform#weight I-inform#weight B-inform#height O O O
đang sale 50% tất cả đugns k,request#promotion,O O O O O O O
có áo vừa không?,ask_if_sells,O B-inform#object_type O O
ở vinh có ko ạ,ask_if_sells,O B-inform#location O O O
ở trần đăng ninh có chân váy ko bạn?,ask_if_sells,O B-inform#location I-inform#location I-inform#location O B-inform#object_type I-inform#object_type O O
bé 5 tuổi mặc size nào shop,ask_availability#size,O B-inform#age I-inform#age O O O O
2 bộ này bn ạ,request#price,O B-inform#object_type B-inform#mention O O
có ship cod ko shop?,ask_about_ship,O O O O O
m lấy set này 10 tuổi nhé,order_request,O O B-inform#object_type B-inform#mention B-inform#age I-inform#age O
quần bé trai bao nhiêu? có size 4 tuổi ko shop?,request#price,B-inform#object_type B-inform#gender I-inform#gender O O O O B-inform#age I-inform#age O O
có set nào cho bé gais 11kg k an ạ,ask_if_sells,O B-inform#object_type O O B-inform#gender I-inform#gender B-inform#weight O O O
mua online đc k b,ask_if_sells#online,O O O O O
cam on shop nhìu nha,thank,O O O O O
quầb ngoài màu đỏ còn màu gì nữa k shop,request_more#color,B-inform#object_type O B-inform#color I-inform#color O O O O O O
bên mình có áo khoác lót lông nào cho bé ko b?,ask_if_sells,O O O B-inform#object_type I-inform#object_type O O O O O O O
bộ này mỏng hay dầy hả b,handoff,B-inform#object_type B-inform#mention O O O O O
trời ui,greet,O O
cho ship ko e,ask_about_ship,O O O O
"mấu này còn size cho bé 14,5 kg ko bạn",ask_availability#size,B-inform#mention I-inform#mention O O O O B-inform#weight I-inform#weight O O
có của người lớn ko bạn,ask_if_sells,O O O O O O
bộ hồng có phải chất nỉ da cá ko k’closet ?,request#material,B-inform#object_type B-inform#color O O O B-inform#material I-inform#material I-inform#material O O O
bộ này có size bé 11 tuổi ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age O O
mình đặt mua bộ này còn k shop,ask_availability,O O O B-inform#object_type B-inform#mention O O O
có sz cho bé 22 tháng 10 đến 12kg k ạ,ask_if_sells#size,O O O O B-inform#age I-inform#age B-inform#weight I-inform#weight I-inform#weight O O
uh uh cậu ạ,agree,O O O O
mình lấy 3 áo,order_request,O O O B-inform#object_type
1m45-38kg size 10 mặc vừa k?,ask_if_fit,B-inform#weight O O O O O
vay 2 dây nayd c,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#mention O
bộ này có sz 35 kg ko bạn,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#weight I-inform#weight O O
shop có bán đồ bộ cho bé 2 tuổi ko?. cho mình xem ảnh với,ask_if_sells,O O O O B-inform#object_type O O B-inform#age I-inform#age O O O O O O
20kg b nhé,inform,B-inform#weight O O
những mẫu áo này có của bạn 30kg ko bạn?,ask_if_sells,O O B-inform#object_type B-inform#mention O O O B-inform#weight O O
áo này còn sz 7t 23 kg ko shop,ask_availability#size,O B-inform#mention O O B-inform#age B-inform#weight I-inform#weight O O
mình đặt online đc k ạ,ask_if_sells#online,O O O O O O
shop mình ở đâu vây?,request_shop_address,O O O O O
cho mình xin giá bộ này với bạn,request#price,O O O O B-inform#object_type B-inform#mention O O
"shop có quần cotton mỏng của bé trai 2,5y ko",ask_if_sells,O O B-inform#object_type B-inform#material O O B-inform#gender I-inform#gender B-inform#age O
còn chương trình sale k,request#promotion,O O O O O
shop cod ko,ask_about_ship,O O O
mjk đặt 1 áo size 3 tuổi+ 1 áo size 4 tuổi nhé,order_request,O O O B-inform#object_type O B-inform#age I-inform#age O B-inform#object_type O B-inform#age I-inform#age O
0974046676 - cửa hàng lạc trung em nhé,inform,O O O O B-inform#location I-inform#location O O
nhg cao hơm 1m3 có vừa k b,ask_if_fit,O O O B-inform#height O O O O
có ship ko e,ask_about_ship,O O O O
e check xem còn màu này k nhé,ask_availability,O O O O O O O O
showrom hải dương thì đóng cửa!,handoff,O B-inform#location I-inform#location O O O
co ban online k a,ask_if_sells#online,O O O O O
size bé 30 kg,inform,O O B-inform#weight I-inform#weight
có mẫu nào chất liệu lanh không ạ,handoff,O O O O O B-inform#material O O
bộ này bn vậy e,request#price,B-inform#object_type B-inform#mention O O O
báo giá cho mình bộ này nhé,request#price,O O O O B-inform#object_type B-inform#mention O
"chị muốn đặt bộ cho bé 13 tuổi, cao 1,52m và nặng 45 kg thì size 14 tuổi có vừa kg?",ask_if_fit,O O O B-inform#object_type O O B-inform#age I-inform#age O B-inform#height O O B-inform#weight I-inform#weight O O B-inform#age I-inform#age O O O
mẫu này còn ko ạ,ask_availability,B-inform#mention I-inform#mention O O O
8 tuổi 32 kg có size vừa ko shop,ask_if_fit,B-inform#age I-inform#age B-inform#weight I-inform#weight O O O O O
e cam ôn c,thank,O O O O
theo e sz 6 mac vừa k e,ask_if_fit,O O O O O O O O
bên bạn có ship ko?,ask_about_ship,O O O O O
k còn ạ,ask_availability,O O O
cho mình hỏi có bộ đồng phục cho bé cao 1m65 ko ạ,ask_if_sells,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O B-inform#height O O
e muốn mua quần áo dự halowen cho bé trai ạ,request#product,O O O B-inform#object_type B-inform#object_type O B-inform#season O B-inform#gender I-inform#gender O
35kg vừa ko b,ask_if_fit,B-inform#weight O O O
e xin địa chỉ cửa hàng ạ,request_shop_address,O O O O O O O
vâng 2 thanh,agree,O O O
shop ơi có đồ bộ của bé 9 tuổi 30kg ko ạ,ask_if_sells,O O O O B-inform#object_type O O B-inform#age I-inform#age B-inform#weight O O
dạ đúng rồi bạn,agree,O O O O
cho mình địa chỉ nha,request_shop_address,O O O O O
bộ này có của size 30kg ko bạn,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#weight O O
2 mã này size to nhất mẹ vừa k shop,ask_if_fit,O O O O O O O O O O
có thể gửi cho mình xem được ko bạn,request#product,O O O O O O O O O
bạn ơi còn mẫu này ko b,ask_availability,O O O B-inform#mention I-inform#mention O O
"bạn ơi, bạn còn bộ này size 130 ko?",ask_availability#size,O O O O B-inform#object_type B-inform#mention O O O
xin địa chỉ?,request_shop_address,O O O
